question,model_answer,context
"When cutting a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the narrow end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', 'on. You can also lay out your fruit on a metal cooling or drying rack, as long as the pieces are large enough not to slip through the gaps.']"
"When cutting a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.', '3.2 If you have a recipe in mind for the vegetables, it’s easier to cut them to the proper size now — and it will save you time later. Otherwise, it still makes sense to cut larger vegetables (like carrots or sweet potatoes) into roughly equal-sized (and bite-size) pieces. This will help them thaw and eventually cook more evenly.']"
"When cutting a specific fruit or vegetable, what is form of the input to perform the action on?",Peeled and cut,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', 'came with the food processor. Once you are done shredding the carrots, turn off the food processor and wait for the blade to stop moving. Then, take off the top and remove the blade to get to the shredded carrots. If you own a small food processor, you can still use it to shred carrots. Put the blade into the food processor and lock the bowl and blade into the processor. Then add the peeled and cut carrots. Secure the top and then pulse the food processor until the carrots are small enough for', ""you get to the very end of a carrot, watch your fingers as you shred. The edges of the grater are sharp and will cut you if you rub against them. You can also use a sharp knife to cut the small remaining piece into thin strips if you don't want to cut your fingers. Be careful not to push too hard on the carrots. You can break the carrot in two and possibly injure your hand.""]"
"When cutting a specific fruit or vegetable, what is form and amount of the resulting pieces?","The form and amount of pieces vary depending on the fruit or vegetable. 

Examples:

* **Fruits:** Chunks, slices, or wedges.
* **Carrots:** 3-inch long pieces.
* **Apples:** Halved, quartered, or eighths.","['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '2.3 Take the peeled carrots and cut them into 3 inch long pieces. This is to ensure that they are small enough pieces that they can easily fit in the food processor feed tube. You can also use baby carrots in a food processor. They are small enough to fit in the feed tube of the food processor and will shred nicely.', '1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.']"
"When slicing a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', 'on. You can also lay out your fruit on a metal cooling or drying rack, as long as the pieces are large enough not to slip through the gaps.']"
"When slicing a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.']"
"When slicing a specific fruit or vegetable, what is form of the input to perform the action on?",Halves,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', '1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.', 'came with the food processor. Once you are done shredding the carrots, turn off the food processor and wait for the blade to stop moving. Then, take off the top and remove the blade to get to the shredded carrots. If you own a small food processor, you can still use it to shred carrots. Put the blade into the food processor and lock the bowl and blade into the processor. Then add the peeled and cut carrots. Secure the top and then pulse the food processor until the carrots are small enough for']"
"When slicing a specific fruit or vegetable, what is form and amount of the resulting pieces?","Apples: 8 pieces, sliced.
Kiwifruit: Small semicircles.
Carrots: 3-inch pieces.","['1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.', '1.4 For smaller, more decorative slices of kiwifruit, cut the entire fruit into circular slices, working from one end to the other, discarding the end pieces. Then cut through the diameter of each circle to form small, kiwifruit semicircles. These kiwifruit slices make a great addition to a decorative fruit salad and add a splash of tropical color to the tops of cakes, pavlovas and other desserts. They also make a great bite-sized snack for small children and work well in school lunches. If you', '2.3 Take the peeled carrots and cut them into 3 inch long pieces. This is to ensure that they are small enough pieces that they can easily fit in the food processor feed tube. You can also use baby carrots in a food processor. They are small enough to fit in the feed tube of the food processor and will shred nicely.']"
"When snipping a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', '2.5 Now that you have the blade on the food processor, you need to put on the lid of the food processor that has the raised column on it. Fit the safety lid on the lid as well, but remove the cylinder inside the lid. The opening that remains is where you will stuff the carrots.']"
"When snipping a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['processor until the carrots are small enough for your recipe.', '1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.']"
"When snipping a specific fruit or vegetable, what is form of the input to perform the action on?",A specific fruit or vegetable.,"['the risk of damaging fruit by poking and prodding with fingertips.', 'electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', 'How to Take Photos of Food']"
"When snipping a specific fruit or vegetable, what is form and amount of the resulting pieces?",Small pieces.,"['then do the bulk of your snipping in that section with the grain.', 'processor until the carrots are small enough for your recipe.', 'scale. Don’t forget to wash and dry your fruit thoroughly prior to freeze-drying it.']"
"When slivering a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the narrow end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'on. You can also lay out your fruit on a metal cooling or drying rack, as long as the pieces are large enough not to slip through the gaps.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.']"
"When slivering a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.', ""3.4 Using a sharp knife, take each square block and cut the carrots lengthwise. You can cut them from 1/16 of an inch to 1/8 of an inch, depending on how large you want the shreds to be. These don't have to be super precise, just make sure you get them about the same size.""]"
"When slivering a specific fruit or vegetable, what is form of the input to perform the action on?",A whole fruit or vegetable.,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', '1.6 Once you have positioned your grater, grab a carrot and hold it in your hand. Put the bottom edge of the carrot against the side of the grater near the top. Gently apply pressure to the carrot and move your hand down the side of the grater. Once you get to the bottom of the grater, move your hand away from the grater and move the carrot back up to the starting position. Continue this motion until you finish shredding all the carrots. When you get to the very end of a carrot, watch your', 'the risk of damaging fruit by poking and prodding with fingertips.']"
"When slivering a specific fruit or vegetable, what is form and amount of the resulting pieces?","Thin, flat pieces.","['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', 'scale. Don’t forget to wash and dry your fruit thoroughly prior to freeze-drying it.', '2.5 Then slice each half again to form little kiwifruit wedges, perfect for fruit salads or a prettily arranged fruit plate. Alternatively, you can easily dice the kiwifruit into cubes of any size.']"
"When sawing a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'sideways so the serrated blade is horizontal and facing forward. Power on the electric knife and cut while gliding the knife forward until you reach the front line. This will excise the 2 sections of foam out of the seat.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.']"
"When sawing a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', 'since this is the part you eat. You will end up with three pieces: two halves of mango flesh, and the middle section that has the pit.', 'processor until the carrots are small enough for your recipe.']"
"When sawing a specific fruit or vegetable, what is form of the input to perform the action on?",The input is the **form** of the fruit or vegetable.,"['How to Eat More Fruits and Vegetables\n1. What Form to Purchase', 'electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', 'and hand you a basket of non-native fruits, which you can then plant. If you’re carrying a shovel, she will explain how to plant trees. To plant any fruit, equip your character with the shovel and then find a spot of ground that you like. When you find a spot, press “a” to dig a hole with your shovel. Then, go into your inventory and find the fruit you want. Tap on the fruit and click the option “bury”. This will cause a sapling to appear and in a few days it will be a full tree that produces']"
"When sawing a specific fruit or vegetable, what is form and amount of the resulting pieces?",Two halves and a middle section with the pit.,"['since this is the part you eat. You will end up with three pieces: two halves of mango flesh, and the middle section that has the pit.', 'from the base is divided into two sections – vegetables on the left and fruits on the right. All of these foods are made from plants, which contain the essential vitamins, minerals, fibers needed on a daily basis. The third level from the base contain products made from animals – milk, yogurt, and cheese; and meat, poultry, fish, dry beans, eggs, and nuts. These foods are high in protein, calcium, iron, and zinc. The left side should be labeled the vegetable group and the right as meat group.', 'How to Eat More Fruits and Vegetables\n1. What Form to Purchase']"
"When paring a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', '2.5 Now that you have the blade on the food processor, you need to put on the lid of the food processor that has the raised column on it. Fit the safety lid on the lid as well, but remove the cylinder inside the lid. The opening that remains is where you will stuff the carrots.']"
"When paring a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '2.3 Take the peeled carrots and cut them into 3 inch long pieces. This is to ensure that they are small enough pieces that they can easily fit in the food processor feed tube. You can also use baby carrots in a food processor. They are small enough to fit in the feed tube of the food processor and will shred nicely.', '3.2 If you have a recipe in mind for the vegetables, it’s easier to cut them to the proper size now — and it will save you time later. Otherwise, it still makes sense to cut larger vegetables (like carrots or sweet potatoes) into roughly equal-sized (and bite-size) pieces. This will help them thaw and eventually cook more evenly.']"
"When paring a specific fruit or vegetable, what is form of the input to perform the action on?",Peeled and cut,"['How to Eat More Fruits and Vegetables\n1. What Form to Purchase', ""pain. This is why it's important to pay attention to how your body reacts to the vegetables."", 'came with the food processor. Once you are done shredding the carrots, turn off the food processor and wait for the blade to stop moving. Then, take off the top and remove the blade to get to the shredded carrots. If you own a small food processor, you can still use it to shred carrots. Put the blade into the food processor and lock the bowl and blade into the processor. Then add the peeled and cut carrots. Secure the top and then pulse the food processor until the carrots are small enough for']"
"When paring a specific fruit or vegetable, what is form and amount of the resulting pieces?",Two halves and one middle section.,"['since this is the part you eat. You will end up with three pieces: two halves of mango flesh, and the middle section that has the pit.', 'How to Eat More Fruits and Vegetables\n1. What Form to Purchase', 'from the base is divided into two sections – vegetables on the left and fruits on the right. All of these foods are made from plants, which contain the essential vitamins, minerals, fibers needed on a daily basis. The third level from the base contain products made from animals – milk, yogurt, and cheese; and meat, poultry, fish, dry beans, eggs, and nuts. These foods are high in protein, calcium, iron, and zinc. The left side should be labeled the vegetable group and the right as meat group.']"
"When carving a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the narrow end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'on. You can also lay out your fruit on a metal cooling or drying rack, as long as the pieces are large enough not to slip through the gaps.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.']"
"When carving a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', ""3.4 Using a sharp knife, take each square block and cut the carrots lengthwise. You can cut them from 1/16 of an inch to 1/8 of an inch, depending on how large you want the shreds to be. These don't have to be super precise, just make sure you get them about the same size."", '1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.']"
"When carving a specific fruit or vegetable, what is form of the input to perform the action on?",The input is the **peeled and cut** fruit or vegetable.,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', 'came with the food processor. Once you are done shredding the carrots, turn off the food processor and wait for the blade to stop moving. Then, take off the top and remove the blade to get to the shredded carrots. If you own a small food processor, you can still use it to shred carrots. Put the blade into the food processor and lock the bowl and blade into the processor. Then add the peeled and cut carrots. Secure the top and then pulse the food processor until the carrots are small enough for', 'the risk of damaging fruit by poking and prodding with fingertips.']"
"When carving a specific fruit or vegetable, what is form and amount of the resulting pieces?",Two halves and a middle section with the pit.,"['since this is the part you eat. You will end up with three pieces: two halves of mango flesh, and the middle section that has the pit.', '1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.', ""3.4 Using a sharp knife, take each square block and cut the carrots lengthwise. You can cut them from 1/16 of an inch to 1/8 of an inch, depending on how large you want the shreds to be. These don't have to be super precise, just make sure you get them about the same size.""]"
"When mincing a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the narrow end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', '2.5 Now that you have the blade on the food processor, you need to put on the lid of the food processor that has the raised column on it. Fit the safety lid on the lid as well, but remove the cylinder inside the lid. The opening that remains is where you will stuff the carrots.']"
"When mincing a specific fruit or vegetable, what other cutting task - if any - should be executed before?","Cutting into chunks, slices, or wedges.","['processor until the carrots are small enough for your recipe.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '3.2 Slice your veggies into the size and shape of your choosing, like short stalks or cubes, for instance. Cut the vegetables on a cutting board with a sharp knife. If you’re using small vegetables, like baby carrots or mini cucumbers, you don’t need to cut them. You can leave them whole if you prefer.']"
"When mincing a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', 'processor until the carrots are small enough for your recipe.']"
"When mincing a specific fruit or vegetable, what is form of the input to perform the action on?",The input is a whole carrot.,"['processor until the carrots are small enough for your recipe.', 'How to Eat More Fruits and Vegetables\n1. What Form to Purchase', 'scale. Don’t forget to wash and dry your fruit thoroughly prior to freeze-drying it.']"
"When mincing a specific fruit or vegetable, what is form and amount of the resulting pieces?",Very small pieces.,"['processor until the carrots are small enough for your recipe.', 'scale. Don’t forget to wash and dry your fruit thoroughly prior to freeze-drying it.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.']"
"When cubing a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the narrow end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'on. You can also lay out your fruit on a metal cooling or drying rack, as long as the pieces are large enough not to slip through the gaps.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.']"
"When cubing a specific fruit or vegetable, what other cutting task - if any - should be executed before?",Slicing.,"['processor until the carrots are small enough for your recipe.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '3.2 Slice your veggies into the size and shape of your choosing, like short stalks or cubes, for instance. Cut the vegetables on a cutting board with a sharp knife. If you’re using small vegetables, like baby carrots or mini cucumbers, you don’t need to cut them. You can leave them whole if you prefer.']"
"When cubing a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', ""3.4 Using a sharp knife, take each square block and cut the carrots lengthwise. You can cut them from 1/16 of an inch to 1/8 of an inch, depending on how large you want the shreds to be. These don't have to be super precise, just make sure you get them about the same size."", '1.3 Stand an apple upright and use a sharp knife to slice the apple in half through the middle of the core. Slice the halves in two, leaving four large pieces. Cut out and discard the core. Repeat with the remaining apples. Apples break down as they roast, so keep this in mind when you decide on the size of your slices. Apples sliced into eight parts tend to come out with the best texture. If you have an apple corer, use that before slicing the apples.']"
"When cubing a specific fruit or vegetable, what is form of the input to perform the action on?",Pieces,"['on. You can also lay out your fruit on a metal cooling or drying rack, as long as the pieces are large enough not to slip through the gaps.', '1.6 Once you have positioned your grater, grab a carrot and hold it in your hand. Put the bottom edge of the carrot against the side of the grater near the top. Gently apply pressure to the carrot and move your hand down the side of the grater. Once you get to the bottom of the grater, move your hand away from the grater and move the carrot back up to the starting position. Continue this motion until you finish shredding all the carrots. When you get to the very end of a carrot, watch your', 'processor until the carrots are small enough for your recipe.']"
"When cubing a specific fruit or vegetable, what is form and amount of the resulting pieces?",Cubes of any size.,"['3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', 'since this is the part you eat. You will end up with three pieces: two halves of mango flesh, and the middle section that has the pit.', '2.5 Then slice each half again to form little kiwifruit wedges, perfect for fruit salads or a prettily arranged fruit plate. Alternatively, you can easily dice the kiwifruit into cubes of any size.']"
"When chopping a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'sideways so the serrated blade is horizontal and facing forward. Power on the electric knife and cut while gliding the knife forward until you reach the front line. This will excise the 2 sections of foam out of the seat.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.']"
"When chopping a specific fruit or vegetable, what other cutting task - if any - should be executed before?",Peeling.,"['processor until the carrots are small enough for your recipe.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', 'came with the food processor. Once you are done shredding the carrots, turn off the food processor and wait for the blade to stop moving. Then, take off the top and remove the blade to get to the shredded carrots. If you own a small food processor, you can still use it to shred carrots. Put the blade into the food processor and lock the bowl and blade into the processor. Then add the peeled and cut carrots. Secure the top and then pulse the food processor until the carrots are small enough for']"
"When chopping a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['processor until the carrots are small enough for your recipe.', '3.2 Cut large fruits into chunks, slices, or wedges to ensure that they’ll fit comfortably and dehydrate properly. Separate the individual pieces of fruit to prevent them from sticking together. Designate a tray for each of the fruits you’ll be freeze-drying, or group different selections together on the same tray to save time.Tip: Make sure none of your pieces are taller than the sides of the trays. Oddly-shaped or overly bulky items could impact freezing times.', '2.3 Take the peeled carrots and cut them into 3 inch long pieces. This is to ensure that they are small enough pieces that they can easily fit in the food processor feed tube. You can also use baby carrots in a food processor. They are small enough to fit in the feed tube of the food processor and will shred nicely.']"
